,יום מכירה,כתובת,גוש חלקה - תת חלקה,סוג נכס,חדרים,קומה,"מ""ר",סכום,מגמת שינוי
3887,13.10.2009,הרב שלינקה יצחק 3,7373-57-6,דירה בבית קומות,5,שניה,135.40,"1,540,000",68% ב 8.7 שנים
3888,01.07.2018,אופק 46,3628-263-1,קוטג' דו משפחתי,5,NaN,313,"5,300,000",NaN
3889,01.07.2018,האניה 26,6826-102-2,קוטג' דו משפחתי,5,NaN,250,"3,060,000",NaN
3890,30.06.2018,NaN,3629-324-130,דירה,5,NaN,117,"1,750,138",NaN
3891,28.06.2018,נוה ציון 16,3938-20-2,דירה בבית קומות,6,"קרקע, ראשונה ושניה",166.66,"2,900,000",NaN
3892,28.06.2018,חיל הצנחנים 20,5037-29-60,דירה בבית קומות,5,שניה,114,"1,780,000",NaN
3893,27.06.2018,קוזנץ שמעון 7,5098-12-1,קוטג' דו משפחתי,7,מרתף קרקע + א' + ב',243.20,"4,425,000",78% ב 10.3 שנים
3894,27.02.2008,קוזנץ שמעון 7,5098-12-1,קוטג' דו משפחתי,7,מרתף קרקע + א' + ב',243.20,"2,480,000",78% ב 10.3 שנים
3895,26.06.2018, ,7375-77-51,דירה,5,קומה ‎12‏,160,"4,750,000",NaN
3896,26.06.2018,הנחשול 75,6823-177-24,דירה בבית קומות,5,שישית,119.19,"2,145,000",NaN
3897,25.06.2018, ,7374-111-68,דירה בבית קומות,5,שתים עשרה,126,"3,332,000",NaN
3898,24.06.2018,NaN,3925-742-87,דירה בבית קומות,6,שש עשרה,173,"4,050,000",NaN
3899,24.06.2018,NaN,7374-111-37,מיני פנטהאוז,5,NaN,126,"3,332,000",NaN
3900,24.06.2018,NaN,3925-747-28,דירה בבית קומות,5,חמישית,132,"2,630,000",NaN
3901,24.06.2018,עמנואלה בן יעקב 3,4247-602-20,דירה בבית קומות,6,NaN,155,"3,060,000",NaN
3902,23.06.2018,עמנואלה בן יעקב 3,4247-602-11,דירה,6,NaN,155,"3,060,000",NaN
3903,21.06.2018,NaN,3629-324-127,דירה בבית קומות,5,תשיעית,117,"1,753,000",NaN
3904,21.06.2018, ,4246-82-14,דירה בבית קומות,5,חמישית,124,"1,363,000",NaN
3905,20.06.2018,NaN,3629-322-168,דירה,5,NaN,120,"1,841,216",NaN
3906,20.06.2018,NaN,3629-324-123,דירה,5,NaN,117,"1,747,997",NaN
3907,20.06.2018,NaN,3629-324-125,דירה,5,NaN,117,"1,753,349",NaN
3908,20.06.2018,NaN,3629-322-166,דירה,5,NaN,120,"1,834,619",NaN
3909,20.06.2018,NaN,3629-322-167,דירה,5,NaN,120,"1,839,979",NaN
3910,20.06.2018,NaN,3629-324-124,דירה,5,NaN,117,"1,749,603",NaN
3911,19.06.2018,ויניק 43,3926-1027-1,קוטג' דו משפחתי,7,מרתף קרקע וראשונה,235.43,"3,800,000",NaN
3912,19.06.2018,NaN,3925-736-37,דירה בבית קומות,6,קומה ‎3‏,128.10,"3,950,000",NaN
3913,18.06.2018,פנינה ומשה 3,3939-308-13,דירה בבית קומות,5,רביעית,101.82,"1,700,000",164% ב 14 שנים
3914,13.06.2004,פנינה ומשה 3,3939-308-13,דירה בבית קומות,5,רביעית,101.82,"642,000",164% ב 14 שנים
3915,18.06.2018,עמנואלה בן יעקב 3,4247-602-10,דירת גן,6,NaN,105,"3,060,000",NaN
3916,17.06.2018,הקוקיה 66,6287-222-60,דירה בבית קומות,5,שביעית,128.30,"2,390,000",117% ב 15.8 שנים
3917,27.08.2002,הקוקיה 66,6287-222-60,דירה בבית קומות,5,שביעית,128.30,"1,097,000",117% ב 15.8 שנים
3918,17.06.2018,NaN,7375-84-9,דירה בבית קומות,5,רביעית,98,"2,674,000",NaN
3919,17.06.2018,עמנואלה בן יעקב 3,4247-602-9,דירה,6,NaN,105,"3,060,000",NaN
3920,14.06.2018,גשר 7,5387-22-25,דירה בבית קומות,5,שביעית,109,"2,000,000",31% ב 5 שנים
3921,26.06.2013,גשר 7,5387-22-25,דירה בבית קומות,5,שביעית,109,"1,525,000",31% ב 5 שנים
3922,16.04.2000,גשר 7,5387-22-25,דירה בבית קומות,5,שביעית,109,"879,000",31% ב 5 שנים
3923,14.06.2018,הגפן 4,3926-291-4,דירת גג,6,רביעית,116.67,"2,255,000",NaN
3924,14.06.2018,בלקינד שמשון 39,3938-122-3,דירה בבית קומות,6,"מרתף,קרקע,ראשנה,שניה",184.27,"2,900,000",NaN
3925,14.06.2018,הגדוד העברי 52,3929-821-47,דירת גג,5,תשיעית,217.30,"2,054,000",NaN
3926,14.06.2018,עמנואלה בן יעקב 13,4247-605-4,דירה בבית קומות,5,קומה ‎1‏,166.62,"3,000,000",NaN
3927,14.06.2018,NaN,5029-5-1,קוטג' טורי,5,קרקע ראשונה ושניה,138.25,"2,850,000",NaN
3928,13.06.2018,צ'לנוב 10,3926-959-20,דירה בבית קומות,5,קומה ‎6‏,126.87,"2,649,000",NaN
3929,13.06.2018,NaN,3629-324-114,דירה,5,NaN,117,"1,751,256",NaN
3930,13.06.2018,NaN,3629-324-113,דירה,5,NaN,117,"1,749,117",NaN
3931,13.06.2018,NaN,3629-324-115,דירה,5,NaN,117,"1,754,999",NaN
3932,12.06.2018,הקלרנית 7,5183-33-43,דירה בבית קומות,5,שביעית,119.52,"2,850,000",85% ב 10 שנים
3933,01.05.2008,הקלרנית 7,5183-33-43,דירה בבית קומות,5,שביעית,119.52,"1,540,000",85% ב 10 שנים
3934,26.05.2000,הקלרנית 7,5183-33-43,דירה בבית קומות,5,שביעית,119.52,"1,250,000",85% ב 10 שנים
3935,12.06.2018,טרכטנברג 18,3928-831-52,דירה בבית קומות,5,ראשונה,105,"1,780,000",61% ב 8.4 שנים
3936,03.01.2010,טרכטנברג 18,3928-831-52,דירה בבית קומות,5,ראשונה,105,"1,100,000",61% ב 8.4 שנים
3937,12.06.2018,NaN,3925-747-27,דירה בבית קומות,5,חמישית,130,"2,625,000",NaN
3938,12.06.2018,NaN,3629-322-249,דירה בבית קומות,5,תשיעית,120,"1,835,000",NaN
3939,12.06.2018,NaN,3629-322-249,דירה בבית קומות,5,תשיעית,120,"1,835,000",NaN
3940,11.06.2018,התזמורת 16,5182-21-53,דירה בבית קומות,5,שניה,105.20,"2,070,000",19% ב 4.9 שנים
3941,25.07.2013,התזמורת 16,5182-21-53,דירה בבית קומות,5,שניה,105.20,"1,730,000",19% ב 4.9 שנים
3942,03.01.2005,התזמורת 16,5182-21-53,דירה בבית קומות,5,שניה,105.20,"925,000",19% ב 4.9 שנים
3943,11.06.2018,גלוסקין 23,3936-40-3,דירה בבית קומות,5,שניה,115.73,"2,150,000",149% ב 11.5 שנים
3944,20.11.2006,גלוסקין 23,3936-40-3,דירה בבית קומות,5,שניה,115.73,"862,000",149% ב 11.5 שנים
3945,11.06.2018,הנחשול 73,6823-178-2,דירה בבית קומות,6,קרקע ראשונה ושניה,154.84,"2,740,000",19% ב 3 שנים
3946,19.06.2015,הנחשול 73,6823-178-2,דירה בבית קומות,6,קרקע ראשונה ושניה,154.84,"2,300,000",19% ב 3 שנים
3947,11.06.2018,הרב שמואל טרוביץ 14,6286-281-1,קוטג' דו משפחתי,8,"קרקע, ראשונה, שניה",167.40,"2,474,000",NaN
3948,11.06.2018,NaN,3629-322-161,דירה,5,NaN,120,"1,835,735",NaN
3949,10.06.2018,ברגמן 14,5119-18-1,קוטג' דו משפחתי,5.5,"קרקע,ראשונה ושניה",171.80,"3,670,000",NaN
3950,10.06.2018,NaN,3946-258-441,דירה בבית קומות,5,עשרים ואחת,143,"3,500,000",NaN
3951,07.06.2018,נורדאו 77,3925-104-3,קוטג' דו משפחתי,6,מרתף קרקע וראשונה,167.23,"3,000,000",111% ב 12.5 שנים
3952,25.12.2005,נורדאו 77,3925-104-3,קוטג' דו משפחתי,6,מרתף קרקע וראשונה,167.23,"1,420,000",111% ב 12.5 שנים
3953,15.12.1998,נורדאו 77,3925-104-3,קוטג' דו משפחתי,6,מרתף קרקע וראשונה,167.23,"1,217,000",111% ב 12.5 שנים
3954,07.06.2018,בובר מרטין 53,5119-13-2,קוטג' דו משפחתי,6,מרתף + קרקע +א' + ב',213.20,"3,620,000",NaN
3955,24.11.1999,בובר מרטין 53,5119-13-2,קוטג' דו משפחתי,6,מרתף + קרקע +א' + ב',213.20,"557,000",NaN
3956,07.06.2018,הרבי מלובביץ 18,5116-5-2,דירה בבית קומות,5,קרקע,117.28,"2,868,000",55% ב 7.2 שנים
3957,24.03.2011,הרבי מלובביץ 18,5116-5-2,דירה בבית קומות,5,קרקע,117.28,"1,850,000",55% ב 7.2 שנים
3958,07.06.2018,נחמיה 36,4247-159-1,דירה בבית קומות,6,NaN,160,"2,550,000",NaN
3959,06.06.2018,"רמב""ם 17",3930-38-3,דירה בבית קומות,5,שניה,110.86,"1,800,000",NaN
3960,06.06.2018,NaN,6286-334-58,דירה בבית קומות,5,שישית,130,"2,100,000",NaN
3961,06.06.2018,"ביל""ו 55",3938-150-1,קוטג' דו משפחתי,6,NaN,170,"3,200,000",NaN
3962,05.06.2018, ,6286-333-63,דירה בבית קומות,5,רביעית,124,"2,570,000",NaN
3963,05.06.2018,החבצלת 12,4242-516-1,דירה בבית קומות,6,קרקע ראשונה ושניה,172.24,"2,700,000",NaN
3964,04.06.2018,NaN,3946-258-436,דירה,6,שביעית,122,"4,691,000",NaN
3965,04.06.2018,אוסישקין 41,3928-728-36,דירה בבית קומות,5,שביעית,110,"2,600,000",NaN
3966,04.06.2018, ,4247-599-19,דירה בבית קומות,6,NaN,106,"3,220,000",NaN
3967,04.06.2018,לבונטין 33,3937-155-8,דירה בבית קומות,5,קומה ‎4‏,116.96,"2,499,000",NaN
3968,01.06.2018,טרכטנברג 18,3928-831-57,דירה בבית קומות,5,שלישית,105,"1,770,000",NaN
3969,31.05.2018,ירושלים 38,3937-49-15,דירה בבית קומות,5,שמינית,164.03,"2,510,000",81% ב 10.9 שנים
3970,01.06.2007,ירושלים 38,3937-49-15,דירה בבית קומות,5,שמינית,164.03,"1,384,000",81% ב 10.9 שנים
3971,31.12.2003,ירושלים 38,3937-49-15,דירה בבית קומות,5,שמינית,164.03,"1,475,000",81% ב 10.9 שנים
3972,31.05.2018,אלחריזי 14,5115-4-4,דירה בבית קומות,5,ראשונה,123.42,"2,615,000",45% ב 7.9 שנים
3973,10.06.2010,אלחריזי 14,5115-4-4,דירה בבית קומות,5,ראשונה,123.42,"1,800,000",45% ב 7.9 שנים
3974,31.05.2018,NaN,6287-242-1,קוטג' דו משפחתי,6,NaN,180,"3,210,000",NaN
3975,31.05.2018,פנינת הים 15,4746-18-3,דירה בבית קומות,6,שניה + שלישית,145.60,"2,820,000",NaN
3976,31.05.2018,NaN,3925-738-250,דירה בבית קומות,5,אחת עשרה,166,"2,608,000",NaN
3977,30.05.2018,שושנת יעקב 6,5030-120-2,קוטג' דו משפחתי,5,NaN,176,"3,550,000",NaN
3978,30.05.2018,קרל נטר 34,3928-721-22,דירה בבית קומות,5,שישית,120,"2,170,000",NaN
3979,30.05.2018,NaN,3925-747-26,דירה בבית קומות,5,שלישית,132,"2,550,000",NaN
3980,30.05.2018,NaN,3930-194-13,דירת גג,5,NaN,107,"2,250,000",NaN
3981,29.05.2018,NaN,3930-194-9,דירת גג (פנטהאוז),5,חמישית,107,"2,250,000",NaN
3982,28.05.2018,שניאור זלמן 20,7281-65-6,דירה בבית קומות,5,ראשונה,105,"1,116,000",146% ב 10.8 שנים
3983,22.07.2007,שניאור זלמן 20,7281-65-6,דירה בבית קומות,5,ראשונה,105,"453,000",146% ב 10.8 שנים
3984,28.05.2018,קרל נטר 32,3928-722-23,דירה בבית קומות,5,שישית,118,"2,110,000",NaN
3985,27.05.2018,NaN,3925-747-24,דירה,5,NaN,130,"890,385",NaN
3986,24.05.2018,עין דור 6,6286-318-69,דירה בבית קומות,5,שניה,123,"2,368,000",NaN
3987,23.05.2018,השריג 27,5039-40-59,קוטג' דו משפחתי,5,ראשונה + שניה + שלישית,147.80,"2,950,000",32% ב 7.5 שנים
3988,01.11.2010,השריג 27,5039-40-59,קוטג' דו משפחתי,5,ראשונה + שניה + שלישית,147.80,"2,225,000",32% ב 7.5 שנים
3989,23.05.2018,עמנואלה בן יעקב 13,4247-605-3,דירת גן,5,"קומה ‎-1‏, קומה ‎0‏",217.54,"3,400,000",NaN
3990,22.05.2018, ,7375-82-39,דירה בבית קומות,5,שמינית,148,"4,110,000",NaN
3991,21.05.2018,רבי משה כלפון הכהן 5,7374-70-1,קוטג' דו משפחתי,5,NaN,300,"5,100,000",NaN
3992,21.05.2018,ויניק 35,3926-1030-7,דירה בבית קומות,5,רביעית,111.10,"2,470,000",NaN
3993,17.05.2018,גנות צבי 6,7373-60-40,דירה בבית קומות,5,"אחת עשרה, שתים עשרה",141.50,"2,860,000",30% ב 7.1 שנים
3994,17.03.2011,גנות צבי 6,7373-60-40,דירה בבית קומות,5,"אחת עשרה, שתים עשרה",141.50,"2,200,000",30% ב 7.1 שנים
3995,17.05.2018,השומר 47,6287-53-1,קוטג' דו משפחתי,5,NaN,198,"2,880,000",NaN
3996,17.05.2018,חצר-אדר 2,5385-98-3,קוטג' טורי,5,מרתף קרקע וראשונה,218.40,"3,550,000",NaN
3997,17.05.2018,ז'בוטינסקי 91,3927-114-3,דירה בבית קומות,6,שניה ושלישית,130.67,"2,440,000",NaN
3998,16.05.2018,שבטי ישראל 33,4247-64-2,דירה בבית קומות,6,NaN,162,"2,650,000",NaN
3999,16.05.2018,מעגל השלום 9,5096-6-131,דירה בבית קומות,5,שמינית,110,"2,665,000",NaN
4000,15.05.2018,ברנשטיין 14,6287-265-1,דירה בבית קומות,7,NaN,150,"3,714,999",NaN
4001,15.05.2018,NaN,7375-84-7,דירה בבית קומות,5,NaN,115,"2,925,000",NaN
4002,15.05.2018,ששת הימים 23,5747-95-2,קוטג' דו משפחתי,6,NaN,280,"3,499,999",NaN
4003,15.05.2018,NaN,3925-747-21,דירה,6,ארבע עשרה,151,"3,400,000",NaN
4004,14.05.2018,NaN,3929-405-4,דירה בבית קומות,5,חמישית,133,"1,850,000",NaN
4005,13.05.2018,האחים יעקובי 21,3927-111-4,דירה בבית קומות,5,שניה + שלישית,130.67,"2,500,000",0% ב 2.1 שנים
4006,20.03.2016,האחים יעקובי 21,3927-111-4,דירה בבית קומות,5,שניה + שלישית,130.67,"2,494,000",0% ב 2.1 שנים
4007,13.05.2018,NaN,3629-322-158,דירה בבית קומות,5,שש עשרה,120,"1,839,000",NaN
4008,12.05.2018,NaN,3629-322-155,דירה,5,NaN,120,"1,839,600",NaN
4009,10.05.2018,NaN,3629-322-141,דירה בבית קומות,5,תשיעית,120,"1,828,000",NaN
4010,10.05.2018,NaN,3629-322-253,דירה בבית קומות,5,עשירית,120,"1,833,000",NaN
4011,10.05.2018,NaN,3629-322-253,דירה בבית קומות,5,עשירית,120,"1,519,122",NaN
4012,10.05.2018,NaN,3629-322-253,דירה בבית קומות,5,עשירית,120,"1,826,863",NaN
4013,10.05.2018,NaN,3629-322-253,דירה בבית קומות,5,עשירית,120,"1,825,768",NaN
4014,10.05.2018,NaN,3629-322-253,דירה בבית קומות,5,עשירית,120,"1,128,248",NaN
4015,10.05.2018,NaN,3629-322-253,דירה בבית קומות,5,עשירית,120,"1,121,000",NaN
4016,10.05.2018,NaN,3629-322-253,דירה בבית קומות,5,עשירית,120,"1,122,000",NaN
4017,10.05.2018,NaN,3629-324-104,דירה בבית קומות,5,שמינית,117,"1,751,000",NaN
4018,10.05.2018,ברנשטיין 72,6287-23-1,קוטג' דו משפחתי,6,NaN,259,"3,754,998",NaN
4019,10.05.2018,אלירז שלמה 5,3930-131-348,דירה בבית קומות,5,ארבע עשרה,139,"2,370,000",NaN
4020,09.05.2018,ברנר 7,3945-115-1,דירה בבית קומות,5,NaN,213,"3,039,000",NaN
4021,09.05.2018,NaN,3629-324-93,דירה,5,NaN,117,"1,746,048",NaN
4022,09.05.2018,NaN,3629-324-92,דירה,5,NaN,117,"1,744,982",NaN
4023,09.05.2018,NaN,3629-324-94,דירה,5,NaN,117,"1,749,781",NaN
4024,09.05.2018,NaN,3629-324-90,דירה,5,NaN,117,"1,740,716",NaN
4025,09.05.2018,NaN,3927-357-56,דירת גג (פנטהאוז),6,ארבע עשרה,180,"4,830,000",NaN
4026,09.05.2018,NaN,3629-322-136,דירה,5,NaN,120,"1,828,644",NaN
4027,09.05.2018,NaN,3629-322-271,דירה בבית קומות,5,שלוש עשרה,120,"1,833,026",NaN
4028,09.05.2018,תל יצחק 10,5389-72-4,קוטג' דו משפחתי,6,מרתף+ראשונה+שניה+גג,188,"2,950,000",NaN
4029,09.05.2018,NaN,3629-322-138,דירה,5,NaN,120,"1,836,313",NaN
4030,08.05.2018,אלירז שלמה 1,3930-131-346,דירה,5,NaN,139,"575,000",NaN
4031,07.05.2018,הקלרנית 4,5183-30-4,דירה בבית קומות,5,ראשונה,112.94,"2,000,000",95% ב 10.5 שנים
4032,22.11.2007,הקלרנית 4,5183-30-4,דירה בבית קומות,5,ראשונה,112.94,"1,023,000",95% ב 10.5 שנים
4033,07.05.2018,NaN,3629-324-66,דירה,5,אחת עשרה,117,"1,751,381",NaN
4034,07.05.2018,הלוויתן 48,6824-157-4,דירה בבית קומות,7,NaN,227,"3,500,000",NaN
4035,07.05.2018,מוסאל יצחק 16,3938-87-3,דירה בבית קומות,5,NaN,254,"2,350,000",NaN
4036,07.05.2018,NaN,3629-324-64,דירה בבית קומות,5,תשיעית,117,"1,741,249",NaN
4037,07.05.2018,NaN,3629-324-256,דירה בבית קומות,5,עשירית,117,"1,752,000",NaN
4038,07.05.2018,NaN,3629-324-65,דירה,5,אחת עשרה,117,"1,745,515",NaN
4039,06.05.2018,כנרת 4,3923-405-9,דירה בבית קומות,5,חמישית,123.46,"1,100,000",-31% ב 9.3 שנים
4040,01.01.2009,כנרת 4,3923-405-9,דירה בבית קומות,5,חמישית,123.46,"1,600,000",-31% ב 9.3 שנים
4041,06.05.2018,הגדוד העברי 33,3932-142-13,דירת גג,5,שביעית,128.48,"2,750,000",52% ב 3.6 שנים
4042,01.09.2014,הגדוד העברי 33,3932-142-13,דירת גג,5,שביעית,128.48,"1,800,000",52% ב 3.6 שנים
4043,06.05.2018,NaN,3927-357-55,דירה בבית קומות,5,אחת עשרה,135,"2,950,000",NaN
4044,06.05.2018, ,4246-82-20,דירה בבית קומות,5,רביעית,124,"1,403,000",NaN
4045,06.05.2018, ,4246-82-20,דירה בבית קומות,5,רביעית,124,"1,155,000",NaN
4046,06.05.2018, ,4246-82-20,דירה בבית קומות,5,רביעית,124,"1,359,000",NaN
4047,06.05.2018, ,4246-82-20,דירה בבית קומות,5,רביעית,124,"967,000",NaN
4048,06.05.2018, ,4246-82-20,דירה בבית קומות,5,רביעית,124,"1,357,000",NaN
4049,06.05.2018,NaN,6286-313-3,דירה בבית קומות,5,שישית,132,"2,635,000",NaN
4050,04.05.2018,מעגל השלום 9,5096-6-150,דירת גג,5,שלוש עשרה,132,"3,900,000",2% ב 7.8 שנים
4051,21.07.2010,מעגל השלום 9,5096-6-150,דירת גג,5,שלוש עשרה,132,"3,800,000",2% ב 7.8 שנים
4052,09.04.2010,מעגל השלום 9,5096-6-150,דירת גג,5,שלוש עשרה,132,"2,018,000",2% ב 7.8 שנים
4053,03.05.2018,הרב נריה 17,5116-33-16,דירה בבית קומות,5,רביעית,120.36,"3,015,000",104% ב 10.6 שנים
4054,17.09.2007,הרב נריה 17,5116-33-16,דירה בבית קומות,5,רביעית,120.36,"1,473,000",104% ב 10.6 שנים
4055,10.11.2005,הרב נריה 17,5116-33-16,דירה בבית קומות,5,רביעית,120.36,"1,481,000",104% ב 10.6 שנים
4056,06.11.2001,הרב נריה 17,5116-33-16,דירה בבית קומות,5,רביעית,120.36,"1,065,000",104% ב 10.6 שנים
4057,03.05.2018,NaN,3925-742-86,דירה,5,NaN,129,"2,350,000",NaN
4058,03.05.2018,נחמה 15,3932-323-12,דירה,5,שלישית,118,"2,395,000",NaN
4059,03.05.2018,הרב נריה 6,5116-24-19,דירה בבית קומות,5,חמישית,121.71,"2,350,000",NaN
4060,03.05.2018,בורוכוב 3,3945-296-2,קוטג' דו משפחתי,6,NaN,251,"3,580,000",NaN
4061,03.05.2018,NaN,3925-741-87,דירה בבית קומות,5,חמש עשרה,129,"2,350,000",NaN
4062,02.05.2018,NaN,3629-322-89,דירה בבית קומות,5,שש עשרה,120,"1,834,122",NaN
4063,02.05.2018,NaN,3629-324-55,דירה בבית קומות,5,תשיעית,117,"1,746,582",NaN
4064,02.05.2018,NaN,7375-84-5,דירת גן,5,NaN,99,"2,670,000",NaN
4065,02.05.2018,NaN,3629-324-54,דירה בבית קומות,5,שלוש עשרה,117,"1,743,915",NaN
4066,02.05.2018,NaN,3629-322-91,דירה בבית קומות,5,חמש עשרה,120,"1,840,148",NaN
