propery_type,rooms,floor,square_foot,price,day,month,year,lat,lng
1,5.0,12,176.33,1138000,25,6,1998,31.9731176,34.7722436
2,5.0,0,110.0,1720000,16,12,2014,31.9578625,34.8244484
1,5.0,8,102.05,1205000,11,12,2014,31.9710266,34.8164587
1,5.0,8,102.05,1380000,15,3,2010,31.9710266,34.8164587
1,5.0,8,102.05,1120000,29,9,2009,31.9710266,34.8164587
1,7.0,0,215.0,3200000,10,12,2014,31.9813331,34.765287
1,7.0,0,215.0,1274000,16,2,1998,31.9813331,34.765287
1,5.0,5,125.2,1690000,10,12,2014,31.9598877,34.8162638
1,5.0,5,125.2,1600000,5,8,2012,31.9598877,34.8162638
1,5.0,5,125.2,761000,19,3,1998,31.9598877,34.8162638
1,5.0,1,103.4,1800000,8,12,2014,31.9671117,34.7764892
1,5.0,1,103.4,785000,8,3,1998,31.9671117,34.7764892
1,7.0,1,233.0,2700000,4,12,2014,31.9793503,34.7600997
1,7.0,1,233.0,2750000,1,2,2011,31.9793503,34.7600997
1,7.0,1,233.0,2070000,11,10,2004,31.9793503,34.7600997
1,5.0,5,131.57,2200000,30,11,2014,31.9672567,34.8013889
1,5.0,5,131.57,1208000,22,7,2001,31.9672567,34.8013889
7,6.0,0,154.84,2150000,27,11,2014,31.986924,34.7842114
7,6.0,0,154.84,1343000,25,1,2001,31.986924,34.7842114
1,5.0,1,111.14,1790000,26,11,2014,31.9705627,34.8046515
1,5.0,1,111.14,754000,22,1,1998,31.9705627,34.8046515
1,5.0,5,120.02,1755000,26,11,2014,31.9597944,34.8055887
1,5.0,5,120.02,1600000,26,9,2011,31.9597944,34.8055887
1,6.0,2,155.91,2480000,25,11,2014,31.9818617,34.7839655
1,6.0,2,155.91,2225000,16,6,2011,31.9818617,34.7839655
2,6.0,0,214.0,2975000,24,11,2014,31.9806704,34.7637941
2,6.0,0,214.0,1415000,15,10,1998,31.9806704,34.7637941
1,6.0,1,150.3,2015000,24,11,2014,31.9688502,34.8160536
1,5.0,12,115.1,2400000,20,11,2014,31.98204,34.781404
1,5.0,12,115.1,1814000,10,8,2010,31.98204,34.781404
1,5.0,2,105.0,1575000,19,11,2014,31.9636525,34.779376
1,5.0,2,105.0,1071000,1,9,2004,31.9636525,34.779376
1,5.0,2,105.0,881000,7,10,1999,31.9636525,34.779376
1,6.0,11,128.2,2475000,19,11,2014,31.9766133,34.7757497
1,6.0,11,128.2,1368000,27,3,2000,31.9766133,34.7757497
2,6.0,1,188.41,2150000,18,11,2014,31.955785,34.8173676
2,6.0,1,188.41,1122000,23,12,2007,31.955785,34.8173676
1,5.0,9,121.11,2200000,9,11,2014,31.9737663,34.7719947
1,5.0,9,121.11,1023000,14,10,2001,31.9737663,34.7719947
1,5.0,1,139.2,2050000,9,11,2014,31.9704322,34.8237419
1,5.0,1,139.2,1605000,14,4,2011,31.9704322,34.8237419
1,5.0,16,114.55,2250000,6,11,2014,31.9976865,34.7426943
1,5.0,16,114.55,1221000,31,12,2006,31.9976865,34.7426943
1,6.0,3,146.41,1900000,5,11,2014,31.9719364,34.8045971
1,6.0,3,146.41,1037000,3,3,1998,31.9719364,34.8045971
3,6.0,4,167.3,2600000,27,10,2014,31.9660653,34.8084989
3,6.0,4,167.3,1300000,7,10,2002,31.9660653,34.8084989
1,5.0,3,124.0,2100000,15,10,2014,31.9813897,34.8029875
1,5.0,3,124.0,1780000,6,9,2012,31.9813897,34.8029875
1,5.0,3,124.0,1820000,3,10,2010,31.9813897,34.8029875
1,5.0,6,120.1,1720000,6,10,2014,31.9606011,34.8151173
1,5.0,6,120.1,1038000,9,11,2000,31.9606011,34.8151173
1,5.0,6,120.1,775000,22,5,2000,31.9606011,34.8151173
1,5.0,4,122.4,1900000,6,10,2014,31.9707164,34.8100061
1,5.0,4,122.4,1560000,6,6,2010,31.9707164,34.8100061
1,5.0,4,86.7,1480000,1,10,2014,31.9622287,34.8133138
1,5.0,4,86.7,1216000,15,3,2013,31.9622287,34.8133138
1,5.0,4,86.7,805000,15,10,2007,31.9622287,34.8133138
1,7.0,0,166.5,2500000,29,9,2014,31.9585697,34.7888672
1,7.0,0,166.5,2500000,23,4,2012,31.9585697,34.7888672
1,5.0,3,128.3,1900000,23,9,2014,31.9568843,34.8155223
1,5.0,3,128.3,1240000,30,3,2008,31.9568843,34.8155223
1,5.0,9,125.0,2350000,22,9,2014,31.997589,34.7396697
1,5.0,9,125.0,1350000,5,5,2008,31.997589,34.7396697
1,5.0,1,102.0,1430000,22,9,2014,31.9611473,34.8149036
1,5.0,1,102.0,1280000,5,8,2010,31.9611473,34.8149036
1,5.0,19,121.5,2450000,18,9,2014,31.9635245,34.8163118
1,5.0,19,121.5,2313000,3,5,2010,31.9635245,34.8163118
2,7.0,0,164.44,2800000,17,9,2014,31.9591588,34.7894495
2,7.0,0,164.44,1426000,6,6,1999,31.9591588,34.7894495
2,6.0,0,368.15,4300000,16,9,2014,31.9666307,34.7699743
2,6.0,0,368.15,3800000,5,1,2010,31.9666307,34.7699743
1,5.0,3,101.15,1680000,15,9,2014,31.9610787,34.7947021
1,5.0,3,101.15,950000,7,4,2008,31.9610787,34.7947021
1,5.0,0,108.2,2200000,14,9,2014,31.964125,34.774309
1,5.0,0,108.2,1030000,30,10,2000,31.964125,34.774309
1,5.0,11,114.09,2375000,12,9,2014,31.9969352,34.7372329
1,5.0,11,114.09,1458000,18,3,2007,31.9969352,34.7372329
2,6.0,0,153.95,2800000,3,9,2014,31.9566345,34.8286237
2,6.0,0,153.95,1248000,9,7,2002,31.9566345,34.8286237
1,5.0,1,108.39,1370000,3,9,2014,31.9577122,34.7947829
1,5.0,1,108.39,1320000,9,9,2012,31.9577122,34.7947829
1,5.0,0,107.0,2350000,1,9,2014,31.9745872,34.7682868
1,5.0,0,107.0,1063000,26,3,1999,31.9745872,34.7682868
2,7.0,0,183.08,2345000,1,9,2014,31.9493788,34.8097396
2,7.0,0,183.08,1860000,17,5,2009,31.9493788,34.8097396
2,7.0,0,183.08,1155000,12,7,2001,31.9493788,34.8097396
1,5.0,6,110.22,1505000,24,8,2014,31.9965905,34.7406731
1,5.0,6,110.22,786000,5,4,2005,31.9965905,34.7406731
1,5.0,12,114.1,2330000,24,8,2014,31.9969352,34.7372329
1,5.0,12,114.1,2297000,30,5,2010,31.9969352,34.7372329
1,6.0,4,157.55,2280000,21,8,2014,31.9679069,34.7986341
1,6.0,4,157.55,2300000,19,9,2012,31.9679069,34.7986341
1,5.0,13,169.0,1420000,20,8,2013,31.9832053,34.8032215
1,5.0,14,134.0,2990000,18,8,2014,31.9822791,34.7815679
1,5.0,3,121.3,2300000,10,8,2014,31.9982501,34.7389021
1,5.0,3,121.3,2250000,16,12,2012,31.9982501,34.7389021
1,5.0,3,121.3,1261000,25,1,2005,31.9982501,34.7389021
1,5.0,3,126.87,2400000,7,8,2014,31.9737992,34.775509
1,5.0,3,126.87,1472000,19,10,2005,31.9737992,34.775509
1,5.0,1,100.0,1798000,7,8,2014,31.981305,34.8040525
1,5.0,1,100.0,1520000,31,1,2012,31.981305,34.8040525
1,6.0,1,124.5,2000000,6,8,2014,31.9724452,34.77675
1,6.0,1,124.5,1145000,14,1,2004,31.9724452,34.77675
1,5.0,1,116.67,1490000,24,7,2014,31.9639644,34.79578
1,5.0,1,116.67,980000,24,4,2008,31.9639644,34.79578
2,6.0,0,143.87,2530000,22,7,2014,31.9562879,34.8278747
2,6.0,0,143.87,1232000,28,8,2002,31.9562879,34.8278747
1,5.0,2,99.2,1550000,22,7,2014,31.957616,34.8038839
1,5.0,2,99.2,1400000,11,10,2010,31.957616,34.8038839
1,5.0,3,105.0,1440000,17,7,2014,31.9715729,34.8020828
1,5.0,3,105.0,776000,24,12,2004,31.9715729,34.8020828
1,5.0,15,129.0,2185000,17,7,2014,31.996704,34.7351
1,5.0,15,129.0,2164019,9,7,2012,31.996704,34.7351
2,6.0,0,156.06,2900000,16,7,2014,31.9591802,34.7892419
2,6.0,0,156.06,1541000,27,12,1999,31.9591802,34.7892419
1,6.0,0,216.0,2970000,8,7,2014,31.9814353,34.7646006
1,6.0,0,216.0,1503000,23,3,1998,31.9814353,34.7646006
1,5.0,1,113.4,1500000,6,7,2014,31.962019,34.8103363
1,5.0,1,113.4,831000,29,6,2004,31.962019,34.8103363
1,5.0,1,113.4,752000,24,12,1998,31.962019,34.8103363
1,5.0,9,117.0,1876400,9,10,2013,31.9824513,34.8067275
2,6.0,0,312.73,5000000,1,7,2014,31.9726846,34.7625263
2,6.0,0,312.73,4570000,19,1,2012,31.9726846,34.7625263
1,5.0,8,108.43,1775000,30,6,2014,31.9787958,34.7773087
1,5.0,8,108.43,1071000,27,6,2004,31.9787958,34.7773087
1,5.0,6,130.31,2140000,29,6,2014,31.9729831,34.8132718
1,5.0,6,130.31,895000,29,4,2002,31.9729831,34.8132718
1,5.0,1,130.0,2175000,19,6,2014,31.9482606,34.8128409
1,5.0,1,130.0,1170000,2,7,2009,31.9482606,34.8128409
2,7.0,0,165.3,2400000,9,6,2014,31.9582861,34.8269748
2,7.0,0,165.3,1266000,4,6,2002,31.9582861,34.8269748
2,6.0,0,160.06,2420000,9,6,2014,31.9818118,34.7831137
2,6.0,0,160.06,2400000,1,5,2012,31.9818118,34.7831137
2,6.0,0,160.06,2200000,29,12,2011,31.9818118,34.7831137
1,5.0,10,114.0,1870000,6,6,2014,31.9779691,34.7711019
1,5.0,10,114.0,1333000,16,7,2007,31.9779691,34.7711019
1,5.0,5,96.0,1480000,29,5,2014,31.9774456,34.7785609
1,5.0,5,96.0,850000,11,4,2005,31.9774456,34.7785609
1,5.0,6,140.4,2200000,23,5,2014,31.9683479,34.823717
1,5.0,6,140.4,1745000,28,7,2011,31.9683479,34.823717
1,5.0,1,96.0,1530000,14,5,2014,31.962152,34.7792567
1,5.0,1,96.0,1070000,26,12,2007,31.962152,34.7792567
1,7.0,0,259.0,3350000,10,5,2014,31.999313,34.7382876
1,7.0,0,259.0,1774000,22,6,2008,31.999313,34.7382876
1,5.0,1,128.8,1650000,8,5,2014,31.9615324,34.8076587
1,5.0,1,128.8,1490000,2,11,2011,31.9615324,34.8076587
1,5.0,4,130.7,2270000,5,5,2014,31.9472557,34.8131144
1,5.0,3,126.1,1850000,2,5,2014,31.962246,34.8100493
1,5.0,8,110.79,2050000,13,4,2014,31.9587025,34.7882794
1,5.0,2,109.0,1740000,13,4,2014,31.9668248,34.7755139
1,5.0,4,109.0,1675000,13,4,2014,31.9673004,34.7757306
1,5.0,2,125.0,1820000,13,4,2014,31.981305,34.8040525
1,6.0,4,131.58,2190000,10,4,2014,31.9620533,34.794669
1,6.0,4,131.58,1340000,24,6,1999,31.9620533,34.794669
1,5.0,4,144.0,1750000,10,4,2014,31.9615324,34.8076587
1,5.0,4,144.0,2515000,24,7,2013,31.9615324,34.8076587
1,7.0,3,100.31,1875000,9,4,2014,31.9652969,34.7925909
1,7.0,3,100.31,1000000,1,1,2008,31.9652969,34.7925909
1,5.5,3,151.58,1950000,9,4,2014,31.9616223,34.7982003
1,5.5,3,151.58,1135000,3,3,2008,31.9616223,34.7982003
1,5.0,7,175.0,2350000,9,4,2014,31.9828906,34.8043154
1,5.0,7,175.0,2270000,15,6,2010,31.9828906,34.8043154
1,5.0,7,175.0,1585000,26,5,2009,31.9828906,34.8043154
1,5.0,4,103.55,1700000,9,4,2014,31.966302,34.8089585
1,5.0,4,103.55,1670000,4,8,2013,31.966302,34.8089585
1,5.0,4,128.9,1630000,7,4,2014,31.9594181,34.8163927
1,5.0,4,128.9,654000,17,2,2005,31.9594181,34.8163927
4,6.0,0,156.8,2480000,6,4,2014,31.9822074,34.7827265
4,6.0,0,156.8,1257000,23,10,2003,31.9822074,34.7827265
2,6.0,0,153.97,3400000,2,4,2014,31.9707144,34.7614515
2,6.0,0,153.97,2095000,6,6,2007,31.9707144,34.7614515
1,5.0,2,101.82,1250000,2,4,2014,31.9703223,34.8161691
1,5.0,2,101.82,940000,3,9,2009,31.9703223,34.8161691
4,5.0,4,135.0,1840000,27,3,2014,31.9751379,34.7777432
4,5.0,4,135.0,1347000,11,11,2003,31.9751379,34.7777432
1,5.0,5,136.85,2680000,27,3,2014,31.9969352,34.7372329
1,5.0,5,136.85,2371000,9,12,2012,31.9969352,34.7372329
1,5.0,5,136.85,1360000,1,1,2008,31.9969352,34.7372329
3,5.0,8,111.01,1900000,24,3,2014,31.9688444,34.7911298
3,5.0,8,111.01,1120000,24,3,2004,31.9688444,34.7911298
3,5.0,8,111.01,1010000,14,1,1999,31.9688444,34.7911298
1,5.5,8,121.38,1760000,23,3,2014,31.9600797,34.8147527
1,5.5,8,121.38,1570000,14,12,2009,31.9600797,34.8147527
1,5.5,8,121.38,940000,17,6,1999,31.9600797,34.8147527
1,6.0,13,97.0,2804000,18,3,2014,31.9817066,34.7811035
1,6.0,13,97.0,1503375,28,2,2012,31.9817066,34.7811035
1,5.0,2,107.33,1230000,17,3,2014,31.9707897,34.8163075
1,5.0,2,107.33,648000,12,8,2007,31.9707897,34.8163075
1,5.0,2,107.33,608000,12,2,2001,31.9707897,34.8163075
1,5.0,20,123.13,2160000,16,3,2014,31.9733545,34.7876938
1,5.0,20,123.13,1218000,6,12,2006,31.9733545,34.7876938
1,5.0,6,108.65,1880000,13,3,2014,31.978532,34.772646
1,5.0,6,108.65,1430000,6,10,2008,31.978532,34.772646
1,5.0,6,108.65,765000,31,8,1998,31.978532,34.772646
1,7.0,4,147.35,1980000,10,3,2014,31.9593866,34.8106138
1,7.0,4,147.35,1730000,25,3,2010,31.9593866,34.8106138
1,5.0,1,92.0,1650000,7,3,2014,31.9678292,34.7760186
1,5.0,1,92.0,937000,2,1,2007,31.9678292,34.7760186
1,5.0,2,120.32,1740000,5,3,2014,31.9639982,34.8198856
1,5.0,2,120.32,863000,9,5,1999,31.9639982,34.8198856
2,5.0,0,175.5,2160000,3,3,2014,31.9521552,34.8261006
2,5.0,0,175.5,1750000,18,3,2010,31.9521552,34.8261006
1,5.0,19,116.7,2350000,3,3,2014,31.9634066,34.8158275
1,5.0,19,116.7,2414000,28,3,2010,31.9634066,34.8158275
1,5.0,9,109.92,1860000,24,2,2014,31.9779771,34.772823
1,5.0,9,109.92,1189000,1,4,2004,31.9779771,34.772823
1,5.0,9,145.4,2850000,24,2,2014,31.9704322,34.8237419
1,5.0,9,145.4,2024000,26,6,2011,31.9704322,34.8237419
1,5.0,8,115.3,1830000,20,2,2014,31.976168,34.7737048
1,5.0,8,115.3,1120000,8,9,1999,31.976168,34.7737048
1,5.0,4,120.4,1935000,12,2,2014,31.9779249,34.7738607
1,5.0,4,120.4,1242000,25,9,2007,31.9779249,34.7738607
1,5.0,20,111.85,2290000,9,2,2014,31.9974998,34.7432501
1,5.0,20,111.85,1364000,21,1,2008,31.9974998,34.7432501
1,5.0,2,100.0,1850000,9,2,2014,31.9824965,34.8065817
1,5.0,2,100.0,1580000,17,8,2013,31.9824965,34.8065817
1,5.0,9,121.11,2050000,6,2,2014,31.9734445,34.7721567
1,5.0,9,121.11,920000,17,9,1998,31.9734445,34.7721567
1,5.0,4,109.98,1880000,5,2,2014,31.9779771,34.772823
1,5.0,4,109.98,1202000,26,10,2005,31.9779771,34.772823
1,5.0,17,113.02,2800000,4,2,2014,31.9969352,34.7372329
1,5.0,17,113.02,795000,10,1,2008,31.9969352,34.7372329
2,7.0,0,224.0,3110000,2,2,2014,31.9777415,34.7617797
2,7.0,0,224.0,1597000,9,6,1999,31.9777415,34.7617797
2,5.0,0,126.29,2277000,30,1,2014,31.9491064,34.8104859
2,5.0,0,126.29,1325000,21,7,2008,31.9491064,34.8104859
1,5.0,6,116.87,1830000,28,1,2014,31.9582283,34.7939356
1,5.0,6,116.87,1112000,8,5,2007,31.9582283,34.7939356
1,5.0,2,108.43,1830000,27,1,2014,31.9787958,34.7773087
1,5.0,2,108.43,1400000,1,3,2009,31.9787958,34.7773087
1,5.0,2,108.43,986000,31,1,2005,31.9787958,34.7773087
1,5.0,10,113.0,1950000,27,1,2014,31.9787264,34.7771817
1,5.0,10,113.0,1250000,30,10,2007,31.9787264,34.7771817
1,5.0,2,128.31,1700000,26,1,2014,31.9684266,34.8163399
1,5.0,2,128.31,1650000,22,5,2011,31.9684266,34.8163399
1,5.0,2,128.31,1700000,6,5,2011,31.9684266,34.8163399
1,5.0,4,119.0,1800000,20,1,2014,31.9696247,34.8242656
1,5.0,4,119.0,1670000,14,8,2012,31.9696247,34.8242656
1,5.0,18,118.94,2010000,14,1,2014,31.9969352,34.7372329
1,5.0,18,118.94,2310000,1,3,2010,31.9969352,34.7372329
1,5.0,18,118.94,1680000,25,12,2008,31.9969352,34.7372329
1,5.0,12,114.55,2480000,10,1,2014,31.9969352,34.7372329
1,5.0,12,114.55,2009000,11,4,2010,31.9969352,34.7372329
1,5.0,1,97.0,1789000,10,1,2014,31.9750465,34.7870212
1,5.0,1,97.0,1315080,27,8,2012,31.9750465,34.7870212
1,6.0,2,147.85,2231000,8,1,2014,31.9818865,34.7855975
1,6.0,2,147.85,1650000,26,4,2009,31.9818865,34.7855975
2,6.0,0,156.7,2850000,7,1,2014,31.9818043,34.779597
2,6.0,0,156.7,1800000,3,5,2007,31.9818043,34.779597
2,6.0,0,156.7,1300000,1,1,1999,31.9818043,34.779597
1,6.0,1,144.66,2070000,7,1,2014,31.9586529,34.7914564
1,6.0,1,144.66,1059000,18,11,2001,31.9586529,34.7914564
2,6.0,1,233.93,3200000,6,1,2014,31.9577711,34.7917542
2,6.0,1,233.93,1701000,24,4,2000,31.9577711,34.7917542
2,5.0,0,144.61,2400000,6,1,2014,31.9809211,34.7847749
2,5.0,0,144.61,1330000,21,5,2008,31.9809211,34.7847749
1,5.0,2,173.55,2400000,31,12,2013,31.9815319,34.783156
1,5.0,2,106.37,1310000,31,12,2013,31.9703223,34.8161691
1,5.0,2,106.37,640000,4,6,2008,31.9703223,34.8161691
2,6.0,1,306.0,4120000,31,12,2013,31.977863,34.798725
2,6.0,1,306.0,3500000,3,5,2013,31.977863,34.798725
1,5.0,4,114.5,1225000,30,12,2013,31.9716811,34.8153061
1,5.0,4,114.5,678000,27,3,2003,31.9716811,34.8153061
1,5.0,4,114.5,629000,27,6,1999,31.9716811,34.8153061
1,5.0,6,132.0,1849000,26,12,2013,31.9666704,34.8054475
1,5.0,6,132.0,1075000,16,5,2008,31.9666704,34.8054475
1,5.0,6,124.0,2350000,24,12,2013,31.9635587,34.7733599
1,5.0,6,124.0,1257000,27,10,1998,31.9635587,34.7733599
1,5.0,4,124.6,1094000,23,12,2013,31.9649725,34.790739
1,5.0,4,124.6,1032000,21,6,2005,31.9649725,34.790739
1,5.5,16,119.93,2380000,19,12,2013,31.9805375,34.7848116
1,5.5,16,119.93,1364000,19,3,2007,31.9805375,34.7848116
1,5.0,1,115.6,1520000,19,12,2013,31.9580689,34.8065712
1,5.0,1,115.6,950000,2,6,2009,31.9580689,34.8065712
2,5.0,0,145.0,2085000,4,12,2013,31.96875,34.7971253
2,5.0,0,145.0,567154,28,10,2002,31.96875,34.7971253
2,7.0,0,178.0,2700000,28,11,2013,31.9798144,34.7642603
2,7.0,0,178.0,1775000,25,12,2007,31.9798144,34.7642603
1,5.0,2,125.6,1805000,27,11,2013,31.9729679,34.7761875
1,5.0,2,125.6,1520000,29,12,2008,31.9729679,34.7761875
1,5.0,5,120.0,1850000,26,11,2013,31.9813897,34.8029875
1,5.0,5,120.0,1745000,18,1,2011,31.9813897,34.8029875
1,5.0,3,105.0,1000000,26,11,2013,31.9865751,34.7897434
1,5.0,3,105.0,830000,7,3,2011,31.9865751,34.7897434
1,5.0,3,105.27,1800000,24,11,2013,31.9582294,34.8055339
1,5.0,3,105.27,1255000,12,8,2007,31.9582294,34.8055339
1,5.0,1,140.5,1765000,22,11,2013,31.9678764,34.8229523
1,5.0,1,140.5,1552000,28,4,2011,31.9678764,34.8229523
1,5.0,0,103.0,2145000,21,11,2013,31.9646628,34.7704861
1,5.0,0,103.0,968000,19,10,1998,31.9646628,34.7704861
1,5.0,5,114.42,1860000,20,11,2013,31.9586189,34.7947225
1,5.0,5,114.42,1005000,10,10,2007,31.9586189,34.7947225
1,5.0,5,114.42,1060000,27,5,2004,31.9586189,34.7947225
1,5.0,1,95.0,1610000,20,11,2013,31.9616749,34.7799624
1,5.0,1,95.0,855000,28,9,2004,31.9616749,34.7799624
1,5.0,7,122.56,2150000,19,11,2013,31.9809404,34.803755
1,5.0,7,122.56,1633000,14,12,2009,31.9809404,34.803755
2,6.0,1,233.0,3280000,11,11,2013,31.9779939,34.7620877
2,6.0,1,233.0,2800000,2,6,2008,31.9779939,34.7620877
3,5.0,5,136.7,1975000,10,11,2013,31.9673004,34.7979819
3,5.0,5,136.7,1710000,25,4,2010,31.9673004,34.7979819
3,5.0,5,136.7,1400000,28,12,2009,31.9673004,34.7979819
1,5.0,6,115.0,1885000,10,11,2013,31.9599354,34.8128696
1,5.0,6,115.0,1740000,1,8,2013,31.9599354,34.8128696
1,5.0,2,119.58,1950000,4,11,2013,31.9447957,34.8215001
1,5.0,2,119.58,1574000,4,4,2012,31.9447957,34.8215001
1,6.0,11,124.0,2100000,30,10,2013,31.9783519,34.7756097
1,6.0,11,124.0,1341000,9,12,2001,31.9783519,34.7756097
4,5.0,0,115.1,2010000,30,10,2013,31.9756981,34.7753937
4,5.0,0,115.1,1179000,12,8,2002,31.9756981,34.7753937
1,7.0,0,224.7,3500000,29,10,2013,31.958323,34.7919317
1,7.0,0,224.7,1997000,10,7,2007,31.958323,34.7919317
7,5.0,0,126.29,2045000,29,10,2013,31.950397,34.8112701
7,5.0,0,126.29,2200000,9,12,2009,31.950397,34.8112701
2,6.0,0,138.3,2240000,28,10,2013,31.9566029,34.8263388
2,6.0,0,138.3,1244000,30,10,2002,31.9566029,34.8263388
1,5.0,4,113.2,1530000,23,10,2013,31.962019,34.8103363
1,5.0,4,113.2,814000,25,1,2005,31.962019,34.8103363
2,6.0,0,217.0,3000000,15,10,2013,31.9846138,34.7638235
2,6.0,0,217.0,1442000,19,9,2000,31.9846138,34.7638235
1,5.0,2,104.0,1410000,15,10,2013,31.9870103,34.7871434
1,5.0,2,104.0,786000,15,2,2004,31.9870103,34.7871434
1,5.0,11,111.85,1930000,14,10,2013,31.9974998,34.7432501
1,5.0,11,111.85,1900000,11,2,2010,31.9974998,34.7432501
1,5.0,11,111.85,1362000,5,6,2008,31.9974998,34.7432501
1,5.0,11,112.5,2150000,14,10,2013,31.9969352,34.7372329
1,5.0,11,112.5,1850000,31,1,2010,31.9969352,34.7372329
1,6.0,4,125.0,1780000,14,10,2013,31.9595863,34.808923
1,6.0,4,125.0,1780000,25,5,2011,31.9595863,34.808923
2,5.0,3,150.0,980000,13,10,2013,31.9879403,34.7870932
2,5.0,3,150.0,502000,5,11,2007,31.9879403,34.7870932
1,5.0,5,116.87,1720000,3,10,2013,31.9582283,34.7939356
1,5.0,5,116.87,1145000,24,12,2000,31.9582283,34.7939356
1,6.0,4,88.0,800000,29,9,2013,31.9858541,34.7898978
1,6.0,4,88.0,595000,29,6,2001,31.9858541,34.7898978
1,5.0,4,112.94,1800000,27,9,2013,31.9634256,34.7749892
1,5.0,4,112.94,891000,1,11,1998,31.9634256,34.7749892
1,5.0,16,137.66,2113000,17,9,2013,31.9969352,34.7372329
1,5.0,16,137.66,2833000,18,10,2011,31.9969352,34.7372329
3,7.0,8,128.0,3053000,11,9,2013,31.961612,34.7768365
3,7.0,8,128.0,1955000,14,5,2011,31.961612,34.7768365
1,5.0,1,122.84,1385000,10,9,2013,31.9654992,34.8123852
1,5.0,1,122.84,737000,10,7,2006,31.9654992,34.8123852
1,5.0,1,111.1,1640000,2,9,2013,31.9726344,34.7736909
1,5.0,1,111.1,1660000,7,11,2012,31.9726344,34.7736909
7,6.0,0,143.0,3100000,1,9,2013,31.9764569,34.769295
7,6.0,0,143.0,1334000,27,12,1998,31.9764569,34.769295
1,5.0,1,104.59,1400000,23,8,2013,31.969845,34.8115604
1,5.0,1,104.59,554000,28,2,2002,31.969845,34.8115604
2,6.0,1,162.4,2550000,19,8,2013,31.9635609,34.8194933
2,6.0,1,162.4,1255000,7,2,2008,31.9635609,34.8194933
1,5.0,3,113.3,1750000,15,8,2013,32.0135615,34.7659929
1,5.0,3,113.3,1350000,17,2,2011,32.0135615,34.7659929
1,5.0,9,125.0,2350000,11,8,2013,31.972721,34.796999
1,5.0,9,125.0,1235000,23,7,2003,31.972721,34.796999
1,5.0,5,122.56,2035000,7,8,2013,31.9809404,34.803755
1,5.0,5,122.56,1712000,13,1,2010,31.9809404,34.803755
1,6.0,7,138.0,2320000,31,7,2013,31.9990257,34.7406476
1,6.0,7,138.0,1198000,4,9,2003,31.9990257,34.7406476
1,5.0,8,119.56,1900000,31,7,2013,31.9737968,34.7740669
1,5.0,8,119.56,1098000,29,12,2006,31.9737968,34.7740669
1,5.0,2,114.7,1650000,24,7,2013,31.9573237,34.7957546
1,5.0,2,114.7,1075000,6,1,2008,31.9573237,34.7957546
1,5.0,5,107.7,1670000,23,7,2013,31.9672926,34.7765909
1,5.0,5,107.7,1400000,14,6,2009,31.9672926,34.7765909
1,5.0,1,109.58,1807000,22,7,2013,31.9604957,34.7976839
1,5.0,1,109.58,932000,6,2,2000,31.9604957,34.7976839
2,6.0,0,156.7,2570000,21,7,2013,31.9819417,34.7788288
2,6.0,0,156.7,1322000,14,11,1998,31.9819417,34.7788288
1,5.0,1,109.0,1680000,21,7,2013,31.9654838,34.7775463
1,5.0,1,109.0,913000,16,2,2001,31.9654838,34.7775463
1,5.0,4,99.91,1530000,19,7,2013,31.9671973,34.810904
1,5.0,4,99.91,763000,11,4,2005,31.9671973,34.810904
1,6.5,4,143.09,1690000,19,7,2013,31.9609929,34.8103432
1,6.5,4,143.09,1194000,4,7,2005,31.9609929,34.8103432
1,5.0,8,125.2,1535000,18,7,2013,31.9594181,34.8163927
1,5.0,8,125.2,949000,21,4,2004,31.9594181,34.8163927
1,5.0,0,104.0,2125000,17,7,2013,31.974738,34.769843
1,5.0,0,104.0,982000,26,3,1998,31.974738,34.769843
1,5.0,3,97.06,1340000,11,7,2013,31.9716211,34.7988687
1,5.0,3,97.06,906000,22,5,2002,31.9716211,34.7988687
1,5.0,9,114.0,2075000,8,7,2013,31.9779691,34.7711019
1,5.0,9,114.0,1650000,12,7,2009,31.9779691,34.7711019
2,7.0,0,293.7,5200000,7,7,2013,31.9723826,34.7604106
2,7.0,0,293.7,3070000,22,7,2008,31.9723826,34.7604106
1,5.0,13,136.85,2375000,3,11,2011,31.9969352,34.7372329
1,5.0,13,136.85,1590000,17,2,2008,31.9969352,34.7372329
1,5.0,1,116.05,1530000,25,6,2013,31.9576888,34.8060035
1,5.0,1,116.05,938000,21,6,2000,31.9576888,34.8060035
1,5.0,8,134.0,2442000,18,6,2013,31.961612,34.7768365
1,5.0,8,134.0,2150000,4,5,2011,31.961612,34.7768365
1,5.0,2,137.66,2476000,9,6,2013,31.9969352,34.7372329
1,5.0,2,137.66,1670000,6,8,2012,31.9969352,34.7372329
3,5.0,5,123.2,2010000,8,6,2013,31.964422,34.793986
3,5.0,5,123.2,2110000,17,4,2011,31.964422,34.793986
1,6.0,0,145.81,2250000,6,6,2013,31.9730015,34.7925013
1,6.0,0,145.81,989000,20,12,2000,31.9730015,34.7925013
1,5.0,5,125.0,1900000,6,6,2013,31.981305,34.8040525
1,5.0,5,125.0,1928000,29,12,2012,31.981305,34.8040525
6,6.0,0,144.06,2500000,5,6,2013,31.9843073,34.7800544
6,6.0,0,144.06,1652000,30,4,2007,31.9843073,34.7800544
1,5.0,1,126.64,1450000,31,5,2013,31.9730015,34.7925013
